2020-06-02,20,149,271,221,123,144,106,35,9,3,0,
2020-06-03,20,149,271,221,123,144,106,35,9,3,0,
2020-06-04,20,150,271,223,124,145,106,36,9,3,0,
2020-06-05,21,150,271,223,125,145,106,37,9,3,0,
2020-06-06,21,151,272,223,126,145,106,37,9,3,0,
2020-06-07,21,151,273,223,126,145,106,37,9,3,0,
2020-06-08,21,151,273,224,126,145,106,37,9,3,0,
2020-06-09,21,151,273,224,126,145,106,37,9,3,0,
2020-06-10,21,151,273,224,126,145,106,37,9,3,0,
2020-06-11,21,151,273,224,126,145,106,37,9,3,0,
2020-06-12,21,151,273,224,126,146,106,37,9,3,0,
2020-06-13,21,151,273,225,126,146,106,37,9,3,0,
2020-06-14,21,151,273,225,126,146,106,37,9,3,0,
2020-06-15,21,152,273,226,127,146,106,37,9,3,0,
2020-06-16,21,152,273,226,127,146,106,37,9,3,0,
2020-06-17,23,153,273,229,128,146,106,38,9,3,0,
2020-06-18,25,154,273,230,128,146,106,38,9,3,0,
2020-06-19,26,155,273,230,129,146,106,38,9,3,0,
2020-06-20,26,155,273,230,130,146,106,38,9,3,0,
2020-06-21,26,155,274,232,130,146,106,38,9,3,0,
2020-06-22,30,161,281,239,134,146,108,38,9,3,0,
2020-06-23,30,166,285,244,136,146,108,38,9,3,0,
2020-06-24,30,166,285,244,137,147,108,38,9,3,0,
2020-06-25,32,173,287,247,137,147,108,38,9,3,0,
2020-06-26,34,173,288,247,137,147,108,38,9,3,0,
2020-06-27,34,173,288,248,137,147,108,38,9,3,0,
2020-06-28,34,174,288,249,137,147,108,38,9,3,0,
2020-06-29,34,174,289,251,137,148,108,38,9,3,0,
2020-06-30,34,175,289,251,137,149,108,38,9,3,0,
2020-07-01,40,178,298,260,138,149,108,38,9,3,0,
2020-07-02,43,178,303,260,139,149,108,38,9,3,0,
2020-07-03,45,178,304,261,140,149,108,38,9,3,0,
2020-07-04,45,178,306,266,141,151,109,38,9,3,0,
2020-07-05,45,180,306,266,145,155,109,38,9,3,0,
2020-07-06,48,181,308,273,147,156,109,39,9,3,0,
2020-07-07,48,182,310,275,150,159,111,39,10,3,0,
2020-07-08,48,182,310,278,156,164,116,43,10,4,0,
2020-07-09,49,183,310,280,161,169,123,55,14,9,0,
2020-07-10,51,190,314,286,168,173,125,58,17,9,0,
2020-07-11,52,192,321,289,173,177,127,60,19,9,0,
2020-07-12,54,194,325,291,181,182,136,64,21,9,0,
2020-07-13,57,197,330,297,195,191,140,67,25,10,0,
2020-07-14,58,198,333,306,199,199,149,76,28,11,0,
2020-07-15,58,200,335,309,204,202,152,77,28,11,0,
2020-07-16,60,201,340,320,218,214,165,83,30,12,0,
2020-07-17,62,202,346,326,232,225,173,89,33,13,0,
2020-07-18,62,204,352,331,249,235,187,98,34,13,0,
2020-07-19,64,207,364,351,268,251,210,106,37,14,0,
2020-07-20,69,208,369,360,281,268,225,110,40,15,0,
2020-07-21,73,211,376,367,290,282,234,114,44,15,0,
2020-07-22,76,213,390,379,308,307,255,125,50,16,0,
2020-07-23,79,221,403,401,324,333,276,132,51,17,0,
2020-07-24,84,228,416,409,347,358,301,144,55,18,0,
2020-07-25,86,231,432,423,365,388,332,155,58,23,0,
2020-07-26,94,239,445,450,389,409,347,158,64,26,0,
2020-07-27,98,250,463,468,414,434,369,165,74,31,0,
2020-07-28,103,254,478,483,431,448,394,170,79,32,0,
2020-07-29,107,256,491,497,446,466,426,181,85,34,0,
2020-07-30,114,264,513,523,468,495,444,191,89,37,0,
2020-07-31,118,271,527,546,483,516,469,199,91,39,0,
2020-08-01,128,277,554,561,495,538,490,207,95,39,0,
2020-08-02,130,283,572,570,513,553,515,214,106,41,0,
2020-08-03,133,285,593,581,523,569,526,218,107,41,1,
2020-08-04,137,290,608,594,532,579,542,221,112,41,1,
2020-08-05,140,294,622,601,540,597,555,232,117,43,1,
2020-08-06,146,297,636,618,560,612,561,241,122,43,1,
2020-08-07,151,302,655,631,575,625,576,244,123,43,1,
2020-08-08,154,306,662,643,587,639,589,245,125,44,1,
2020-08-09,154,307,685,654,598,646,603,246,126,47,1,
2020-08-10,158,314,698,659,607,660,611,254,126,48,1,
2020-08-11,158,317,704,665,611,664,620,254,127,48,1,
2020-08-12,158,322,710,671,623,674,635,261,128,48,1,
2020-08-13,158,322,723,678,636,688,648,265,130,51,1,
2020-08-14,162,327,728,686,640,700,657,266,130,51,1,
2020-08-15,163,328,735,697,649,704,666,268,132,51,1,
2020-08-16,166,330,738,710,660,723,683,272,134,51,1,
2020-08-17,170,332,744,721,665,730,686,276,136,51,1,
2020-08-18,173,335,752,728,668,735,689,279,137,51,1,
2020-08-19,173,337,757,733,674,737,694,279,137,52,1,
2020-08-20,174,337,759,737,679,739,698,279,137,52,1,
2020-08-21,179,338,763,741,684,740,702,281,138,52,1,
2020-08-22,182,339,766,744,687,745,709,281,138,53,1,
2020-08-23,186,341,770,746,689,748,713,283,140,53,1,
2020-08-24,186,341,775,746,692,749,713,283,140,53,1,
2020-08-25,186,342,777,749,696,753,715,285,141,53,1,
2020-08-26,187,345,779,753,700,756,718,287,142,54,1,
2020-08-27,187,348,783,756,703,762,718,288,143,54,1,
2020-08-28,187,349,784,757,706,766,721,288,143,54,1,
2020-08-29,188,350,785,759,710,769,723,291,144,54,1,
2020-08-30,188,350,790,760,714,773,723,292,144,54,1,
2020-08-31,189,350,791,762,716,774,724,293,144,54,1,
2020-09-01,189,351,792,762,720,776,726,295,144,54,1,
2020-09-02,189,351,792,764,721,777,728,296,145,54,1,
2020-09-03,189,352,792,765,722,778,731,297,145,54,1,
2020-09-04,190,353,794,766,725,778,733,298,146,54,1,
2020-09-05,190,353,794,767,725,779,737,299,146,54,1,
2020-09-06,190,353,797,773,726,783,739,301,147,56,1,
2020-09-07,190,353,800,773,726,787,742,301,148,56,1,
2020-09-08,190,353,802,774,727,788,743,301,148,56,1,
2020-09-09,190,354,803,774,728,788,745,302,148,56,1,
2020-09-10,190,355,805,779,731,789,745,302,148,56,1,
2020-09-11,191,355,805,784,733,790,746,304,148,56,1,
2020-09-12,191,355,810,786,734,792,748,304,149,56,1,
2020-09-13,193,356,812,789,737,795,750,306,150,56,1,
2020-09-14,193,357,814,790,740,798,753,306,151,56,1,
2020-09-15,193,357,814,793,741,798,753,306,151,56,1,
2020-09-16,193,359,816,795,743,798,753,307,151,56,1,
2020-09-17,193,360,817,796,746,800,754,307,151,56,1,
2020-09-18,193,360,818,796,746,802,754,307,151,56,1,
2020-09-19,193,362,824,798,747,802,755,308,151,56,1,
2020-09-20,195,366,826,801,753,804,757,310,151,56,1,
2020-09-21,195,366,826,803,755,805,758,310,151,56,1,
2020-09-22,197,367,827,806,756,805,758,310,151,56,1,
2020-09-23,198,367,827,806,757,805,759,310,151,56,1,
2020-09-24,198,367,827,808,760,807,759,310,151,56,1,
2020-09-25,198,367,827,808,761,808,759,310,151,56,1,
2020-09-26,198,367,827,808,762,808,759,310,151,56,1,
2020-09-27,198,368,831,808,763,808,759,310,151,56,1,
2020-09-28,200,368,831,809,766,810,761,310,151,56,1,
2020-09-29,200,368,831,812,767,810,761,310,151,56,1,
2020-09-30,200,369,832,813,768,811,763,311,151,56,1,
2020-10-01,200,370,836,816,769,812,763,311,151,56,1,
2020-10-02,201,370,837,818,770,814,763,311,151,56,1,
2020-10-03,201,370,839,820,770,814,763,311,151,56,1,
2020-10-04,201,370,841,820,770,814,763,313,152,56,1,
2020-10-05,201,370,841,825,771,816,765,314,152,56,1,
2020-10-06,201,370,843,829,773,816,765,314,152,56,1,
2020-10-07,201,373,844,833,775,817,765,314,152,56,1,
2020-10-08,201,373,846,837,779,821,768,315,152,56,1,
2020-10-09,201,373,847,839,782,822,769,315,152,56,1,
2020-10-10,202,374,849,839,783,823,769,315,152,56,1,
2020-10-11,202,375,850,840,784,825,769,316,152,56,1,
2020-10-12,202,376,852,841,784,831,770,316,152,56,1,
2020-10-13,203,376,852,846,785,831,771,316,152,56,1,
2020-10-14,203,376,852,846,785,831,771,316,152,56,1,
2020-10-15,205,376,853,850,788,831,772,317,152,56,1,
2020-10-16,206,377,855,851,790,831,772,317,152,56,1,
2020-10-17,208,377,859,859,792,832,772,317,152,56,1,
2020-10-18,208,378,859,860,793,832,773,317,152,56,1,
2020-10-19,208,378,862,865,798,834,773,317,152,56,1,
2020-10-20,208,378,862,866,800,835,773,317,153,56,1,
2020-10-21,208,378,862,868,801,837,776,317,153,56,1,
2020-10-22,209,378,863,872,802,838,778,318,153,56,1,
2020-10-23,209,379,864,872,803,838,778,319,153,56,1,
2020-10-24,209,379,864,873,804,840,779,319,153,56,1,
2020-10-25,210,379,864,876,805,841,779,319,153,56,1,
2020-10-26,212,381,865,878,805,842,779,319,153,56,1,
2020-10-27,213,381,866,881,805,842,779,319,153,56,1,
2020-10-28,213,381,867,882,805,842,779,319,153,56,1,
2020-10-29,213,381,867,883,805,844,779,319,153,56,1,
2020-10-30,214,381,869,884,807,844,779,320,153,56,1,
2020-10-31,214,382,870,884,808,844,779,320,153,56,1,
2020-11-01,214,383,870,889,809,844,779,320,153,56,1,
2020-11-02,214,384,873,891,809,844,779,320,153,56,1,
2020-11-03,214,384,878,893,809,846,779,320,153,56,1,
2020-11-04,214,384,880,893,809,847,779,320,153,56,1,
2020-11-05,214,384,881,897,810,848,779,320,153,56,1,
2020-11-06,214,385,884,897,811,849,779,320,153,56,1,
2020-11-07,214,385,885,898,811,849,780,320,153,56,1,
2020-11-08,214,385,888,900,814,851,780,320,153,56,1,
2020-11-09,214,385,888,902,817,852,780,320,153,56,1,
2020-11-10,215,385,889,906,819,853,780,320,153,56,1,
2020-11-11,217,386,892,909,825,854,780,322,153,56,1,
2020-11-12,218,386,895,913,833,855,785,323,153,56,1,
2020-11-13,218,386,897,914,833,857,786,323,153,56,1,
2020-11-14,218,386,900,915,834,858,787,324,153,56,1,
2020-11-15,218,386,904,919,837,859,788,325,153,56,1,
2020-11-16,219,386,905,921,838,860,789,326,153,56,1,
2020-11-17,219,386,907,921,839,861,789,326,153,56,1,
2020-11-18,219,389,907,923,840,862,789,327,154,56,1,
2020-11-19,220,392,907,925,841,863,790,330,154,56,1,
2020-11-20,220,392,911,931,845,866,796,333,154,56,1,
2020-11-21,220,393,914,941,851,874,807,337,154,56,1,
2020-11-22,220,394,920,951,860,886,826,346,156,56,1,
2020-11-23,222,398,922,964,869,899,850,350,158,56,1,
2020-11-24,223,399,925,973,878,916,873,363,162,56,1,
2020-11-25,226,401,927,980,894,931,896,377,165,56,1,
2020-11-26,226,404,935,990,901,952,914,389,167,56,1,
2020-11-27,230,407,946,1000,914,975,930,400,168,56,1,
2020-11-28,230,409,958,1007,926,997,948,410,169,56,1,
2020-11-29,232,410,971,1016,946,1023,981,417,173,56,1,
2020-11-30,236,415,980,1025,956,1040,994,423,176,56,1,
2020-12-01,239,417,990,1037,971,1061,1007,427,178,56,1,
2020-12-02,240,420,999,1062,992,1085,1022,430,180,56,1,
2020-12-03,242,423,1007,1079,1011,1099,1034,439,185,57,1,
2020-12-04,243,428,1020,1095,1030,1122,1056,448,189,57,1,
2020-12-05,246,433,1029,1105,1047,1148,1072,458,194,57,1,
2020-12-06,249,440,1036,1113,1068,1165,1086,469,199,59,1,
